Smiles,solvent,ppm_values
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)OCCCC[C@H](NC(=O)c2ccccc2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,18.0
CC1(C)OB(CC(O)COc2ccc(Cl)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.25
CC(C)[N+](=COB(c1ccccc1)c1ccccc1)C(C)C.[Cl-],[2H]C(Cl)(Cl)Cl,11.6
CC(=O)c1cccc([B@@-]23Oc4ccccc4C[N@@H+]2c2ccccc2O3)c1,[2H]C(Cl)(Cl)Cl,8.2
Cc1cccc(B2Nc3cccc4cccc(c34)N2)c1,[2H]C(Cl)(Cl)Cl,30.4
CCC1=C([Si](C)(C)C)[Si](C)(C)C[O+](CC)[B-]1(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],19.9
CC1(C)OB(C(C=C=Cc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.0
C=CCCc1cc[n+]2c(c1)-c1cc(CCC=C)cc[n+]1[B-]2(C)c1ccc(C)cc1.[Br-],[2H]C(Cl)(Cl)Cl,7.5
CCOC(=O)C(C)[BH2-]c1n(C)cn[n+]1C,[2H]C(Cl)(Cl)Cl,-25.0
Cc1cc(C)c(CCB2OC(C)(C)C(C)(C)O2)c(C)c1,[2H]C(Cl)(Cl)Cl,33.84
Cc1nc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c(C)c2c1C[C@]1(C2)c2ccccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,[2H]C(Cl)(Cl)Cl,-6.9
CC[P+](CC)(CC)[B-]1(Cl)Oc2ccccc2O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],11.4
Cc1c(C)n(C(C)C)[c+](B2N(C(C)(C)C)C=CN2C(C)(C)C)n1C(C)C.[Br-],[2H]C(Cl)(Cl)Cl,15.0
c1ccc(-c2ccccc2B2Nc3cccc4cccc(c34)N2)cc1,[2H]C(Cl)(Cl)Cl,29.9
COc1ccc(CCC[C@H](CCCO[Si](C)(C)C(C)(C)C)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.63
CCOc1ccc(OCCCC#C[B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.4
C#C[B-]1(C#CC#C[B-]2(C#C)n3c(C)c(CC)c(C)c3C(C)=C3C(C)=C(CC)C(C)=[N+]32)n2c(C)c(CC)c(C)c2C(C)=C2C(C)=C(CC)C(C)=[N+]21,[2H]C(Cl)(Cl)Cl,-10.88
CC(C)(C)c1ccc(-c2cccc(-c3ccc(C(C)(C)C)cc3)c2[BH2-][n+]2ccccc2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-5.4
COCCCC[C@]1(B2OC(C)(C)C(C)(C)O2)C[C@@H](c2ccc3ccccc3c2-c2nccc3ccccc23)C1,[2H]C(Cl)(Cl)Cl,35.3
C/C=C(\CC(=O)OC)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,30.12
CC(C)OC(=O)C(C)[BH2-]c1n(C)cc[n+]1C,[2H]C(Cl)(Cl)Cl,-24.5
CCOC(=O)C(F)(F)[C@H](/C=C/CCBr)[B-]12OC(=O)C[N+]1(C)CC(=O)O2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.03
CC(C)(C)N1C=CN(C(C)(C)C)B1I,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],6.5
Clc1cccc([B@@-]23OCC[N+]4=Cc5ccccc5O[B@@-]4(c4cccc(Cl)c4)OCC[N+]2=Cc2ccccc2O3)c1,[2H]C(Cl)(Cl)Cl,6.6
CCCCN1B2C(=Cc3ccccc31)C(c1ccccc1)=C(c1ccccc1)c1ccccc12,[2H]C(Cl)(Cl)Cl,30.1
C[Si](C)(Br)C1=C(B2C3CCCC2CCC3)CC[Si]1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],86.4
CC1(C)OB(/C(=C/c2ccccc2)N2C(=O)OC[C@H]2c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.09
CN(C)c1cc(B2OC(C)(C)C(C)(C)O2)cc(N(C)C)c1,[2H]C(Cl)(Cl)Cl,31.0
CCCCB1N[C@@H](C)[C@@H](c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,35.0
[BH3-][P+](C1=C[C@H]2CC[C@@]1(C)C2(C)C)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-33.3
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C#N,9.47
C#CB1C=C(C)c2ccccc2N1C1CCCC1,[2H]C(Cl)(Cl)Cl,27.56
CC(C)CC([NH3+])B(O)O.[Cl-],[2H]OC([2H])([2H])[2H],29.06
CC(C)(C)/N=C1C(=N/C(C)(C)C)/[B-](C#[N+]C(C)(C)C)(C(C)(C)C)N(C(C)(C)C)[B-]/1(C#[N+]C(C)(C)C)C(C)(C)C,[2H]C(Cl)(Cl)Cl,-11.3
C[N+](C)(C)[BH2-]Cc1ccccc1,[2H]C(Cl)(Cl)Cl,-1.48
Brc1cccc2c1[BH2-][n+]1ccccc1-2,[2H]C(Cl)(Cl)Cl,-7.6
CC(C)[B-]1(c2ccccc2)NC(N)=Nc2[nH]c3ccccc3[n+]21,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.5
Cc1ccc(Cl)c2c1-c1cccc[n+]1[BH2-]2,[2H]C(Cl)(Cl)Cl,-8.69
CC(=O)OC[Si](C)(C)CB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.5
C[N+]1(C)[B-](C(F)(F)F)(C(F)(F)F)C12c1ccccc1-c1ccccc12,[2H]C(Cl)(Cl)Cl,-11.6
C[SiH](C)Cc1cc2c3ccccc3c3ccccc3c2cc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,31.51
C=C(C)CC(C)(C(=C)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,32.8
CCCCCCN(CCCCCC)C(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1OC,[2H]C(Cl)(Cl)Cl,31.9
CC1(C)OB([Si](C)(C)Cl)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.4
Cc1cc(C)c(B(NC(C)(C)C)B(NC(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],45.3
COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccc(Cl)cc1,[2H]C(Cl)(Cl)Cl,37.75
C[N+](C)([BH2-]C#N)C[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,-14.94
C=CB(N(CC)CC)N(CC)CC,[2H]C(Cl)(Cl)Cl,31.1
Cc1cc(C)c(B(NCc2ccccc2)B(NCc2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,[2H]C(Cl)(Cl)Cl,47.9
C[NH+](Cc1ccccc1)C1B(O)Oc2ccccc21.[Cl-],[2H]OC([2H])([2H])[2H],15.7
C[NH+](C)C.FC(F)(F)[B-]1(C(F)(F)F)CCCCO1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-8.0
CC1(C)OB([C@H](CCCCc2ccccc2)NC(=O)C2CC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,16.2
C=C(B1Nc2cccc3cccc(c23)N1)c1ccc(OC)cc1,[2H]C(Cl)(Cl)Cl,29.1
CCOC(=O)c1c(Br)cccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,30.0
CC1(C)OB(/C=C/c2ccc(B3Nc4cccc5cccc(c45)N3)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,29.6
c1ccc([B-]2(c3ccccc3)c3ccccc3Nc3cccc[n+]32)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-1.21
CC1(C)OB(c2cc(Nc3ccccc3)cc(C(F)(F)F)c2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.9
CC#[N+][B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1[B-]([N+]#CC)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]C([2H])(Cl)Cl,-7.0
Cc1ccc(S(=O)(=O)N2B(C(C)C)OC(c3ccccc3)(c3ccccc3)[C@@H]2c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,37.5
CC(C)N(B1N=C(c2ccccc2)C(c2ccccc2)=N1)C(C)C,[2H]C(Cl)(Cl)Cl,36.6
C=C(N)C[N+]12CC(=O)O[B-]1(c1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],12.0
C=C(CB1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,33.27
C=C1CC[B-](=[N+](C(C)C)C(C)C)/C(=N\c2c(C)cccc2C)[B-]1=[N+](C(C)C)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],38.0
C[N+]12CC(=O)O[B-]1(C(I)CC(F)(F)C(=O)Nc1ccc(F)cc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.72
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#Cc3ccc4c5cccc6cccc(c7cccc3c74)c65)(C#Cc3ccc4c5cccc6cccc(c7cccc3c74)c65)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,-9.4
[BH3-][P+]([C@@H](C)c1ccccc1)([C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,[2H]C(Cl)(Cl)Cl,-45.6
CB1N(C(C)(C)C)[Al-](C)(C)[N+]12C(C)(C)CCCC2(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],38.5
Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(C(F)(F)F)cc2n1,[2H]C(Cl)(Cl)Cl,30.45
CC1=CB(O)Oc2ccc(Cl)cc21,[2H]OC([2H])([2H])[2H],26.84
CC(CB1OC(C)(C)C(C)(C)O1)c1ccc(C#N)cc1,[2H]C(Cl)(Cl)Cl,33.5
CC(C)(C)OC(=O)CC12CC(B3OC(C)(C)C(C)(C)O3)(C1)C2,[2H]C(Cl)(Cl)Cl,30.2
CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)C(c2ccc(Cl)cc2)c2ccccc2Cl)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.9
CC(B(Cl)C(C)[Si](C)(Cl)Cl)[Si](C)(Cl)Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],69.4
Cc1ccccc1C1CC1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.55
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc2sc3ccccc3c2c1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,28.99
COC(=O)C1=CCCC1c1cccc(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,30.9
CC(C)(CB1OC(C)(C)C(C)(C)O1)Cc1ccccc1,[2H]C(Cl)(Cl)Cl,33.5
CC(C)C[C@@H](B1OC(C)(C)C(C)(C)O1)N1C(=O)O[C@H](c2ccccc2)[C@@H]1c1ccccc1,[2H]C(Cl)(Cl)Cl,31.98
C[SiH](C)Cc1c(F)cccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,31.13
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)Oc1ccccc1)C(O)c1ccccc1,[2H]C(Cl)(Cl)Cl,28.7
CCN(CC)[B-](C#[N+]C(C)(C)C)(C(F)(F)F)C(F)(F)F,[2H]C([2H])(Cl)Cl,-5.7
[BH3-][P+](C(=C)C(C)(C)C)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-30.2
C[NH+](C)C.FC(F)(F)[B-]1(C(F)(F)F)CCCO1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-4.5
CC1(C)OBOC1(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],28.4
COC(=O)N(C)/C(=C\c1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,29.53
CC(C)C[C@]1(B2OC(C)(C)C(C)(C)O2)C[C@@H](c2ccc3ccccc3c2-c2nccc3ccccc23)C1,[2H]C(Cl)(Cl)Cl,36.5
CN1C=CN(c2ccccc2)C1=C1CCC2BC1CCC2,[2H]C([2H])(Cl)Cl,-16.69
CC(OC(=O)[B@H-](Br)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-38.3
CN(C)Cc1c(B2OC(C)(C)C(C)(C)O2)cccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,22.7
C[N+](C)(C)[BH2-]C(c1ccccc1)C1CC1,[2H]C(Cl)(Cl)Cl,0.78
CC(OB1OCC(C)(C)CO1)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],17.5
CC(C)N1B(C(C)(C)C)N(C(C)C)c2ccccc21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.5
[BH3-][P+]1(CC[P+]2([BH3-])CC=CC2)CC=CC1,[2H]C(Cl)(Cl)Cl,-36.9
CC[B-](CC)(OC(=O)c1ccccc1)n1[nH+]c(C)cc1C,[2H]C(Cl)(Cl)Cl,8.8
CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)cc(C(=O)OC)c1,[2H]C(Cl)(Cl)Cl,31.4
CC(C)(C)C1[B-](C(F)(F)F)(C(F)(F)F)[N+]1(C)C,[2H]C([2H])(Cl)Cl,-17.2
CCCCCCN(CCCCCC)C(=O)c1cc(C#N)cc(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,30.3
CC[N+]1([BH2-]c2nc3ccccc3n(C)c2=O)CCCCC1,[2H]C(Cl)(Cl)Cl,-9.6
[BH3-][P+2](c1ccccc1)N1CCCC1COC,[2H]C(Cl)(Cl)Cl,-41.3
CC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccc(F)cc1,[2H]C(Cl)(Cl)Cl,33.4
CN1CC(=O)OB(c2cc(C(=O)c3ccccc3)c(N)s2)OC(=O)C1,[2H]C([2H])([2H])C#N,10.4
C[NH+](C)[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,-9.1
COB(B(OC)c1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],54.4
Cc1ccc(S(=O)(=O)N2B(c3ccsc3)OC(C3CCCCC3)(C3CCCCC3)[C@@H]2C(C)C)cc1,[2H]C(Cl)(Cl)Cl,30.1
CN1CC(=O)OB(C(CO)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],11.11
CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1cccc(C(=O)c2ccccc2)c1,[2H]C(Cl)(Cl)Cl,39.99
C=CCCC(CB1Oc2ccccc2O1)B1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,35.0
CC#CC[B-]1(CC#CC)c2ccccc2-c2ccc(N3CCCCCC3)c[n+]21,[2H]C(Cl)(Cl)Cl,-1.2
CC1(C)OB(C[C@](C)(CCCCCc2ccccc2)/C(=N/N2CCCCC2)C(F)(F)F)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.0
CB(OC(C)C)C([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,52.2
C=CCCc1cc[n+]2c(c1)-c1cc(CCC=C)cc[n+]1[B-]2(OCC)c1ccc(C)cc1.[Br-],[2H]C(Cl)(Cl)Cl,9.1
F[B-]1(c2ccccc2)n2c(ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,4.22
CC1(C)OB([C@H](CCCCOCc2ccccc2)NC(=O)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,18.3
C[SiH](C)C1=C(B2C3CCCC2CCC3)CC[Si]1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],85.1
OB1Oc2c(F)cccc2C1[NH+]1CCOCC1.[Cl-],[2H]OC([2H])([2H])[2H],14.6
CC1(C)OB(CCc2ccc3ccccc3c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.49
CC(C)CC(CC(C)C)O[Si](ON=Cc1c(Br)cc(B2OC(C)(C)CC(C)(C)O2)cc1Br)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,25.0
CC1(C)OB(N2CC=Cc3cc(F)ccc32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1cccc2c1sc1ccccc12,[2H]C(Cl)(Cl)Cl,-26.64
CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)[C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.1
CC(C)(C)N(B(c1ccccc1)N1C(C)(C)CCCC1(C)C)[Al](c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],42.1
CC1(C)OB(C(CC(=O)[Si](C)(C)C)c2cccc(Br)c2F)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.8
CCOP(=O)(OCC)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1OC,[2H]C(Cl)(Cl)Cl,30.7
CCB(CC)OS(C)(=O)=O,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],59.5
[BH3-][N+]1(Cc2ccccc2)CCOCC1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-12.4
CC(c1ccccc1)N1C=CN(C(C)(C)C)B1NC(C)(C)C,[2H]C(Cl)(Cl)Cl,22.3
C[SiH](C)C1=C(B2C3CCCC2CCC3)CC[Si]1(c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],86.0
COc1cccc(/C(=C/C(C)(C)CCc2ccccc2)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,[2H]C(Cl)(Cl)Cl,36.98
C[Si](C)(C)CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],68.2
C#CB1Oc2ccccc2S1,[2H]C(Cl)(Cl)Cl,38.0
Cc1n(C)cc[n+]1CCCC(F)(F)F.c1ncn([BH-](n2cncn2)n2cncn2)n1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.49
Cn1c([C@@H]2[C@@H](B3OC(C)(C)C(C)(C)O3)[C@]2(C)c2ccc(F)cc2)cc2ccccc21,[2H]C(Cl)(Cl)Cl,33.6
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)OC2COC2)ccc2ccc(Cl)cc12,[2H]C(Cl)(Cl)Cl,29.93
Cc1ccccc1CNB1OCCO1,[2H]C(Cl)(Cl)Cl,25.68
[BH3-][P@+]1(OCC2(CO[P@+]3([BH3-])O[C@@H](c4ccccc4)C(C)(C)C(C)(C)O3)c3ccccc3-c3ccccc32)O[C@H](c2ccccc2)C(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,-43.4
C[N+](C)(C)[BH2-]c1cc(Oc2ccc(F)cc2)c2c(Cl)cc(Cl)cc2n1,[2H]C(Cl)(Cl)Cl,-4.4
[BH3-][P+](C1=CCCCC1C)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-32.8
CCCC[N+](CCCC)(CCCC)CCCC.O=CCCC(CC=O)C[B-](F)(F)F,[2H]C(Cl)(Cl)Cl,4.38
O=Cc1ccccc1B(O)O,[2H]C([2H])([2H])C#N,29.9
F[B-]1(c2ccccc2)n2c(Cl)ccc2C(c2ccc(Cl)cc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,4.02
CC1(C)OB(c2ccc3ccc(B4OC(C)(C)C(C)(C)O4)c4c3c2C(=O)NC4=O)OC1(C)C,[2H]C(Cl)(Cl)Cl,31.2
[BH3-][P+]1(c2ccccc2)CCCCC1,[2H]C(Cl)(Cl)Cl,-35.9
C(=C/c1ccccc1)\B1OOC23CCCC12CCC3,[2H]C(Cl)(Cl)Cl,30.7
Cc1ccc(C(C)CB2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.43
Clc1c(Cl)c(Cl)c2c(c1Cl)OBO2,[2H]C(Cl)(Cl)Cl,30.2
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1ccc2c(c1)OCO2,[2H]C(Cl)(Cl)Cl,-26.79
CCCC1=C([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)/C1=C(/C=[NH+]/C(C)(C)C)CCC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-18.3
CCCCCCCCC[N+](C)(C)[BH2-]C#N,[2H]C(Cl)(Cl)Cl,-16.0
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(Br)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],9.83
Cc1cccc(-n2c([BH2-][N+](C)(C)C)nc3ccccc3c2=O)c1,[2H]C(Cl)(Cl)Cl,-7.9
CC1(C)OB([Si](C)(C)F)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.3
CCOC(=O)c1cc(B2OC(=O)CN(C)CC(=O)O2)sc1N,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],11.1
C[Si](C)(C)C#CB1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,23.0
CC1(C)OB(N(Cc2ccccc2)c2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.2
N#C[B-](C(Cl)Cl)(C(Cl)Cl)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-13.0
C[N+]1(C)c2ccccc2C(C2CCCCC2)(C2CCCCC2)O[B-]1(F)F,[2H]C(Cl)(Cl)Cl,1.3
Fc1c(F)c(F)c([O+]2[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.c1ccc([C+](c2ccccc2)c2ccccc2)cc1,[2H]C([2H])(Cl)Cl,9.0
CC#[N+][BH-]1N([P+](CC)(CC)CC)BN([P+](CC)(CC)CC)BN1[P+](CC)(CC)CC.[I-].[I-].[I-],[2H]C([2H])([2H])C#N,19.6
C=CC1CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)C=C1CCCC,[2H]C(Cl)(Cl)Cl,33.6
c1ccc2c(c1)Nc1cccc[n+]1[B-]2(c1ccc2ccccc2c1)c1ccc2ccccc2c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-1.03
OB(c1ccccc1Cl)c1ccccc1Cl,[2H]C(Cl)(Cl)Cl,45.0
CC(C)/C=C(/B1OC(C)(C)C(C)(C)O1)N1C(=O)OC[C@H]1c1ccccc1,[2H]C(Cl)(Cl)Cl,28.51
Cc1ccc(C(CB2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.5
CC1(C)OB([C@H]2[C@H]3C[C@@H]4[C@H]([C@@H]3c3ccc(C#N)cc3)[C@@H]42)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.3
CC1(C)OB(C[C@@H]2[C@H](c3ccccc3)[C@@]2(C)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.7
CC1(C)CC(C)(C)OB(c2ccc(C=O)c(OC(F)F)c2)O1,[2H]C(Cl)(Cl)Cl,26.4
Fc1c(F)c(F)c([B-](F)(C(F)(F)F)C(F)(F)F)c(F)c1F,[2H]C(Cl)(Cl)Cl,-3.8
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc(C#N)cc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,29.48
CC1(C)OB(CCc2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.1
C[NH+](C)C(c1ccccc1F)[B-](O)(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-8.0
CCN(CC)P(=O)(c1cc(B2OC(C)(C)C(C)(C)O2)cc(B2OC(C)(C)C(C)(C)O2)c1)N(CC)CC,[2H]C(Cl)(Cl)Cl,31.5
F[B-]1(c2ccccc2)n2c(Nc3ccc4sccc4c3)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,3.42
COc1cccc(B2OC(C)(C)C(C)(C)O2)c1C(C)[SiH](C)C,[2H]C(Cl)(Cl)Cl,31.37
CC1(C)OB(c2cc3c(cc2[Si](C)(C)C)CCCC3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.0
COc1ccc2ccc(C(=O)OCc3ccccc3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,30.5
CCC1=C(C)[Si](C)(C)n2c3ccccc3c[n+]2[B-]1(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],0.5
C=CCC(C)(C)CB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.5
Cc1cc[n+]2c(c1)Nc1ccccc1[B-]2(c1ccccc1)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-1.55
CC1(C)OB([C@@H]2[C@H](B3OC(C)(C)C(C)(C)O3)[C@]2(C)c2ccc(Cl)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,31.6
CC1(C)OB(CCCc2cccs2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.8
CC(C)N(B(c1ccc(Br)o1)c1ccc(Br)o1)C(C)C,[2H]C(Cl)(Cl)Cl,29.0
CC(C)(C)OC(=O)Nc1cccc(/C=C/B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,30.5
CC(C)N(B1OB(N(C(C)C)C(C)C)OB(N(C(C)C)C(C)C)O1)C(C)C,[2H]C(Cl)(Cl)Cl,20.5
CS(=O)(=O)C12CC(B(O)O)(C1)C2,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],28.7
