Smiles,solvent,ppm_values
CN1CC(=O)OB(c2cc(S(=O)(=O)c3ccccc3)c(N)s2)OC(=O)C1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],9.97
CB(Cl)C(P(Cl)Cl)([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,70.6
C(#C[B-](c1ccccc1)(c1ccccc1)c1ccccc1)CCCOc1ccccc1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-13.4
NC1Nc2[nH]c3ccccc3[n+]2[B-](F)(F)N1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.8
CC1(C)CCCC(C)(C)N1B1P(C(C)(C)C)B(N2C(C)(C)CCCC2(C)C)P1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],63.2
COC(=O)[B-](Cl)(CCl)[N+](C)(C)C,[2H]C(Cl)(Cl)Cl,0.0
Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(-c4ccccc4)ccc32)cc1,[2H]C(Cl)(Cl)Cl,32.52
CC1(C)OB(CCCCCCn2ccc3ccccc32)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.38
CC1(C)OB(C2(Cl)CC2c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.4
CC1(C)OB(/C(=C/c2ccccc2)CC(=O)OCCCc2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.19
COC(=O)c1ccc(B2OC(C)(C)CC(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,26.13
CCCCC[C@H](NC(=O)c1ccc(C(=O)OC)cc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,21.8
CC1(C)CC(C)(C)OB(c2ccc(Br)cc2)O1,[2H]C(Cl)(Cl)Cl,26.3
FB(c1c(C(F)(F)F)cc(C(F)(F)F)cc1C(F)(F)F)c1c(C(F)(F)F)cc(C(F)(F)F)cc1C(F)(F)F,[2H]C(Cl)(Cl)Cl,46.6
Fc1ccc([B-]2(c3ccc(F)cc3)c3ccccc3Nc3cccc[n+]32)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-1.67
COC(=O)C[BH-](c1n(C)cc[n+]1C)C(C(=O)OC)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,-16.7
NCC[NH2+][B-](O)(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,[2H]C(Cl)(Cl)Cl,1.0
C=C(CCc1ccccc1)CC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,33.1
CC(C)(C)N(B1OC(C)(C)C(C)(C)O1)C(=O)P(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,25.2
O=C(NCc1ccccc1)Oc1ccc2n1[B-](F)(c1ccccc1)[N+]1=C(Cl)C=CC1=C2c1ccccc1,[2H]C(Cl)(Cl)Cl,3.28
CC(C)C(B(c1ccco1)c1ccco1)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.0
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](c3ccc(OC)cc3)(c3ccc(OC)cc3)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,2.6
CB(Cl)c1ccccc1B(Cl)Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.0
COc1ccc2ccc(C(=O)OC3COC3)c(/C(=C(/CCCCOC(=O)c3ccc(C)cc3)B3OC(C)(C)C(C)(C)O3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,31.12
COc1ccc(-c2ccc3n2[B-](F)(c2ccccc2)[N+]2=C(c4ccc(C)cc4)C=CC2=C3c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,4.36
CC1(C)OB(c2cc3c(cc2[Si](C)(C)C)CCC3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.0
CCN(CC)B(OC(C)C)N(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.9
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc(C(=O)O[C@@H]2C[C@H]3CC[C@]2(C)C3(C)C)cc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,31.91
CCN(CC)B(C1B(N(CC)CC)C([Si](C)(C)C)([Si](C)(C)C)B1N(CC)CC)C(C)(C)C,[2H]C(Cl)(Cl)Cl,45.0
C[Si](C)(C)[N+](=[B-](c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],43.6
CC1(C)OB(CC(B2OC(C)(C)C(C)(C)O2)c2ccc(C(F)(F)F)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.8
Cc1ccc(C(=O)C(CO)B2OC(=O)CN(C)CC(=O)O2)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],11.3
Cc1ccc(S(=O)(=O)N2B(C3CCCC3)OC(c3ccccc3)(c3ccccc3)[C@@H]2c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,36.8
Cc1ccc(C(C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)[Si](C)(C)C)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],77.1
COc1cc(C)cc(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,30.9
CCCCOB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,22.06
NCC[NH2+][B-]1(c2cc(F)c(F)c(F)c2)OB(c2cc(F)c(F)c(F)c2)OB(c2cc(F)c(F)c(F)c2)O1,[2H]C(Cl)(Cl)Cl,19.0
COc1ccc(B2OC(C)(C)C(C)(C)O2)c(C(=O)N(C)C)c1,[2H]C(Cl)(Cl)Cl,30.72
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=C[C@H]1C(=O)OCC(C)CC,[2H]C(Cl)(Cl)Cl,28.7
C[Si](C)(C)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],73.0
CCCCCC(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],71.7
Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)[n+]2cnc[n+]([B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(F)c1F,[2H]C([2H])(Cl)Cl,4.5
[Cl-].[NH3+]C(B(O)O)c1ccc(F)cc1,[2H]OC([2H])([2H])[2H],28.17
CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2CCC2)OC1(CC)CC,[2H]C(Cl)(Cl)Cl,29.37
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc2c(c1)c1ccccc1n2-c1ccccc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,32.51
COc1cccc(C#CC2=Cc3ccccc3N(C3CCCC3)B2/C(=C\C(C)(C)C)c2cccc(OC)c2)c1,[2H]C(Cl)(Cl)Cl,38.68
[BH3-][P+](c1ccccc1)(c1ccccc1)C(C(=O)OC)c1ccccc1,[2H]C(Cl)(Cl)Cl,-38.51
CCc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,32.4
Cc1cc(=O)oc2cc(OCCCOc3ccc(B4OCC(C)(C)CO4)c(C=O)c3)ccc12,[2H]C(Cl)(Cl)Cl,27.98
Cn1c(B2OC(C)(C)C(C)(C)O2)cc2ccc(F)cc21,[2H]C(Cl)(Cl)Cl,30.21
CCCCCCCC/C(=C/B1OC(C)(C)C(C)(C)O1)[Si](C)(C)OC(C)C,[2H]C(Cl)(Cl)Cl,29.7
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)OC2CCCCC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,31.35
CC12CCCC1(C)OB(/C=C/c1ccccc1)O2,[2H]C(Cl)(Cl)Cl,29.7
CCCC[Si](CCCC)(CCCC)OB(O[Si](CCCC)(CCCC)CCCC)c1ccccc1,[2H]C(Cl)(Cl)Cl,26.2
CC(C)(C)OC(=O)N1CC(C(CCCCc2ccccc2)B2OC(C)(C)C(C)(C)O2)C1,[2H]C(Cl)(Cl)Cl,35.28
Cc1ccccc1B1SSB(c2ccccc2C)S1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],64.8
Cc1cc(C)c(B(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],90.5
C[N+]12CC(=O)O[B-]1(C(Br)CC(F)(F)C(=O)NCc1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.07
CN1c2ccccc2S[B-]12NC(N)=Nc1[nH+]c3ccccc3n12,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.6
N#Cc1ccc([B-]2(F)n3c(Cl)ccc3C(c3ccccc3)=C3C=CC(Cl)=[N+]32)cc1,[2H]C(Cl)(Cl)Cl,3.68
F[B-]1(c2ccccc2)n2c(Nc3cccc(Cl)c3Cl)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,4.11
Cc1ccc([C@]2(B3OC(C)(C)C(C)(C)O3)C[C@@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)s1,[2H]C(Cl)(Cl)Cl,34.6
CCOc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccccc1,[2H]C(Cl)(Cl)Cl,37.84
C[Si@@]1(c2ccccc2)OB(c2ccccc2)O[Si@@](C)(c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,27.7
Cc1cccc([C@H]2[C@@H](B3OC(C)(C)C(C)(C)O3)[C@]2(C)c2ccccc2)c1,[2H]C(Cl)(Cl)Cl,32.9
COc1cccc2cc3cccc(OC)c3c(B3Oc4ccccc4O3)c12,[2H]C(Cl)(Cl)Cl,28.0
CC(C)(C)OC(=O)N1CCC2(CC1)[C@H](B1OC(C)(C)C(C)(C)O1)[C@@H]2B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,31.9
CC(C)CC(CC(C)C)O[Si](ON=Cc1ccc(B2OC(C)(C)CC(C)(C)O2)cc1Cl)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,26.6
CC(C)[N+](=C1O[B-](c2ccccc2)(c2ccccc2)C(=[N+](C(C)C)C(C)C)O[B-]1(c1ccccc1)c1ccccc1)C(C)C,[2H]C(Cl)(Cl)Cl,1.8
CC[C@@H]1N(S(=O)(=O)c2ccc(C)cc2)B([C@@H](Sc2ccccc2)C2CCCCC2)OC1(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,34.3
C=CCN(CC)B(C=C)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],39.4
C[NH+](C)C1B(O)Oc2ccccc21.[Cl-],[2H]OC([2H])([2H])[2H],16.6
CC1(C)OB(C23CC(S(N)(=O)=O)(C2)C3)OC1(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],29.5
C#CB1C(Br)=C(c2ccccc2)c2ccccc2N1C1CCCC1,[2H]C(Cl)(Cl)Cl,26.67
CC1(C)OB(CC(c2ccc(F)cc2)c2c(F)c(F)c(C#N)c(F)c2F)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.1
CC(C)(C)[Si](C)(C)Oc1ccc(-c2ccc3n2[B-](F)(c2ccccc2)[N+]2=C(Cl)C=CC2=C3c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,4.3
CC(C)c1cc(C(C)CB2OC(C)(C)C(C)(C)O2)cc(C(C)CB2OC(C)(C)C(C)(C)O2)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.9
CC(C)c1ccc(/C=C(/B2OC(C)(C)C(C)(C)O2)N2CCOC2=O)cc1,[2H]C(Cl)(Cl)Cl,29.66
CCCCCCCCCC(O)C[N+](C)(C)[BH2-]C#N,[2H]C(Cl)(Cl)Cl,-16.7
COc1cccc(C2=Cc3ccccc3N(C(C)C)B2c2c(OC)ccc3ccccc23)c1,[2H]C(Cl)(Cl)Cl,39.1
[BH2-2]C(C(=O)c1ccc(OC)cc1)c1n(C)c2ccccc2[n+]1C,[2H]C(Cl)(Cl)Cl,-27.21
CN(C)B(B(N(C)C)n1cccc1)n1cccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],37.0
CC(C)(C)c1ccc([B-]2(c3ccc(C(C)(C)C)cc3)Oc3ccc(-c4c(F)c(F)c(F)c(F)c4F)c4ccc[n+]2c34)cc1,[2H]C(Cl)(Cl)Cl,12.0
Nc1cccc([B-]23Oc4cc[n+](cc4O2)[B-]2(c4cccc(N)c4)Oc4cc[n+](cc4O2)[B-]2(c4cccc(N)c4)Oc4cc[n+](cc4O2)[B-]2(c4cccc(N)c4)Oc4cc[n+](cc4O2)[B-]2(c4cccc(N)c4)Oc4cc[n+]3cc4O2)c1,[2H]C(Cl)(Cl)Cl,13.0
[BH3-][N+](C)(C)Cc1ccc(C#N)cc1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-6.44
CCCCCCCCC[N+](C)([BH2-]C#N)CB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,-14.6
CCOC(=O)N1B(c2ccc3ccccc3c2)OC(C2CCCCC2)(C2CCCCC2)C1C(C)C,[2H]C(Cl)(Cl)Cl,33.2
CCCC/C=C(/B1OC(C)(C)C(C)(C)O1)N1CCOC1=O,[2H]C(Cl)(Cl)Cl,28.97
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)OC2COC2)cc(C)c2ccccc12,[2H]C(Cl)(Cl)Cl,30.2
[2H]C([2H])(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.5
COc1cc(B2OC(C)(C)C(C)(C)O2)c(C[SiH](C(C)C)C(C)C)c(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,31.78
CN(C)[Si](C)(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.8
C1CC2CCCC(C1)[B-]21O[C+]([C+]2O[B-]3([OH+][B@-]4(O2)C2CCCC4CCC2)[C@H]2CCC[C@H]3CCC2)O[B@-]2([OH+]1)[C@H]1CCC[C@H]2CCC1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],19.1
CSc1ccc(B2OC(C3CCCCC3)(C3CCCCC3)[C@H](C(C)C)N2S(=O)(=O)c2ccc(C)cc2)cc1,[2H]C(Cl)(Cl)Cl,33.0
COC(=O)C12CC(C(=O)N[C@@H](CCCCc3ccccc3)B3OC(C)(C)C(C)(C)O3)(C1)C2,[2H]C(Cl)(Cl)Cl,24.5
COCCOc1cc(B2OC(C)(C)CC(C)(C)O2)ccc1C=NO[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,25.9
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(c3ccccc3)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,5.7
C=C(CCBr)B1Nc2cccc3cccc(c23)N1,[2H]C(Cl)(Cl)Cl,28.2
COc1ccc(C(c2ccc(OC)cc2)c2ccc[n+]3c2-c2cccc(Cl)c2[BH2-]3)cc1,[2H]C(Cl)(Cl)Cl,-0.51
[BH3-][P+](C)(C(C)=C(c1ccccc1)c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-32.1
CC1(C)OB(CC(c2ccc(COCc3ccccc3)cc2)c2c(F)c(F)c(C#N)c(F)c2F)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.1
c1cc2c(B3Oc4ccccc4O3)c(c1)COCCOCCOCCOCCOCCOC2,[2H]C([2H])(Cl)Cl,30.0
Cc1cc(C)c(B(B(c2c(C)cc(C)cc2C)N(C(C)C)C(C)C)N(C(C)C)C(C)C)c(C)c1,[2H]C(Cl)(Cl)Cl,46.3
c1ccc(C2OB(c3ccccc3CN3CCCC3)OC2c2ccccc2)cc1,[2H]OC([2H])([2H])[2H],9.0
COC(=O)C[BH-](c1n(C)cc[n+]1C)C(C(=O)OC)c1ccc(F)cc1,[2H]C(Cl)(Cl)Cl,16.41
CC1=CB(O)Oc2cc3c(cc21)[C@H]1CC[C@]2(C)C(=O)CC[C@H]2[C@@H]1CC3,[2H]OC([2H])([2H])[2H],26.6
CC(C)(C)OC(=O)N1CC2(B3OC(C)(C)C(C)(C)O3)CC1(CO)C2,[2H]C(Cl)(Cl)Cl,32.0
C=CCB(CC=C)/C(CC=C)=C(/[SiH2]C)[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.3
c1ccc2c(c1)-c1ccccc1[B-]21c2ccc3ncccc3c2Nc2cccc[n+]21,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.82
CC(OB1OC(C)(C)C(C)(C)O1)c1ccc(Br)cc1,[2H]C(Cl)(Cl)Cl,22.09
C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(Oc2ccccc2C)cc1,[2H]C(Cl)(Cl)Cl,32.0
CC(C)[NH+](Cc1ccccc1[B-](F)(F)F)C(C)C,[2H]C([2H])([2H])C#N,1.9
Cc1ccc(NC2=[N+]3C(=C(c4ccccc4)c4ccc(Nc5ccc6sccc6c5)n4[B-]3(F)c3ccccc3)C=C2)cc1,[2H]C(Cl)(Cl)Cl,3.04
C1=[N+]2CCO[B@@-]34Oc5ccccc5C=[N+]3CCO[B@-]2(Oc2ccccc21)O4,[2H]C(Cl)(Cl)Cl,5.6
C[N+](C)(C)C.Clc1ccc(OCCCC#C[B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-13.3
c1ccc(B2OC3C(OB(c4ccccc4)OC3(c3ccccc3)c3ccccc3)C(c3ccccc3)(c3ccccc3)O2)cc1,[2H]C(Cl)(Cl)Cl,27.0
CCCC[Mg]N(B(CCCC)N1C(C)(C)CCCC1(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],37.6
c1ccc(P(c2ccccc2)(c2ccccc2)=[N+]2[B-]3(Oc4ccccc4O3)[N+](=P(c3ccccc3)(c3ccccc3)c3ccccc3)[B-]23Oc2ccccc2O3)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],8.4
CC1(C)OB(c2ccc(B3NC(=O)c4ccccc4N3)cc2)OC1(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],31.49
NC1=Nc2[nH]c3ccccc3[n+]2[B-](c2ccccc2)(c2ccccc2)N1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-2.5
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2B(Br)Br)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],61.7
CC(C)N=C(N(B1OC(C)(C)C(C)(C)O1)C(C)C)P(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,21.6
CC(C)/C=C(/B1OC(C)(C)C(C)(C)O1)N1CCOC1=O,[2H]C(Cl)(Cl)Cl,28.85
[BH3-][P@@+]1(c2ccccc2)[C@@H]2C=C[C@H]1[C@@H]1[C@H]2C=CP1(=O)c1ccccc1,[2H]C(Cl)(Cl)Cl,-35.1
CO[B-]12OCC[N+]1=Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O2,[2H]C(Cl)(Cl)Cl,2.38
CC1(C)OB(C2(c3ccccc3)CC(c3ccc4ccc([C@H]5C[C@](B6OC(C)(C)C(C)(C)O6)(c6ccccc6)C5)cc4c3-c3nccc4ccccc34)C2)OC1(C)C,[2H]C(Cl)(Cl)Cl,36.2
CC1(C)OB(OC(=O)P(c2ccccc2)c2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.7
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1C(=O)OC(C)(C)C,[2H]C(Cl)(Cl)Cl,29.1
CCSc1ccc2ccccc2c1B1C(c2cccc(OC)c2)=Cc2ccccc2N1Cc1ccccc1,[2H]C(Cl)(Cl)Cl,36.8
COC(=O)[BH-](C#N)[N+]1(C)CCOCC1,[2H]C(Cl)(Cl)Cl,-13.6
CC(=O)c1ccc(C2CC2B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,32.58
C=CCCB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.89
COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1C(C)C,[2H]C(Cl)(Cl)Cl,37.9
CCCC[P+](CCCC)(CCCC)[BH-](C(Cl)Cl)C(Cl)Cl,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],-13.5
COc1ccc2ccccc2c1B1C(c2ccc3c(c2)OCCO3)=Cc2ccccc2N1Cc1ccccc1,[2H]C(Cl)(Cl)Cl,41.2
CN(C)c1ccc(C(CB2OC(C)(C)C(C)(C)O2)c2c(F)c(F)c(C#N)c(F)c2F)cc1,[2H]C(Cl)(Cl)Cl,33.3
CO[B-](F)(F)c1ccccc1[NH+]1C(C)(C)CCCC1(C)C,[2H]C(Cl)(Cl)Cl,3.4
CCCCCC/C(=C\B1OC(C)(C)C(C)(C)O1)[Si](C)(C)OC(C)C,[2H]C(Cl)(Cl)Cl,29.3
CCCCC[C@@H](CCCc1ccc(Br)cc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.59
CCC(=O)Nc1ccc2n1[B-](F)(c1ccccc1)[N+]1=C(Cl)C=CC1=C2c1ccccc1,[2H]C(Cl)(Cl)Cl,3.24
CC1=CB(O)Oc2c1ccc(F)c2Br,[2H]OC([2H])([2H])[2H],27.06
CC1(C)OB(N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.4
COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2c2ccccc2)c1,[2H]C(Cl)(Cl)Cl,34.57
CC(C)(C)c1cc(C(C)(C)C)c(NB(Cl)Oc2c(C(C)(C)C)cccc2C(C)(C)C)c(C(C)(C)C)c1,[2H]C(Cl)(Cl)Cl,25.6
CC(C)O[Si](C)(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.1
C#CC[B-]1(CC#C)c2ccccc2-c2ccc(N3CCCCCC3)c[n+]21,[2H]C(Cl)(Cl)Cl,-1.0
C=C1C[B-](=[N+](C)C)Cc2ccccc21,[2H]C(Cl)(Cl)Cl,44.8
Cc1cc(C)c(B(B(c2c(C)cc(C)cc2C)n2cccc2)n2cccc2)c(C)c1,[2H]C(Cl)(Cl)Cl,60.0
Cc1ccc(C2=[N+]3C(=C(c4ccccc4)c4ccc(Cl)n4[B-]3(F)c3ccc4ccccc4c3)C=C2)cc1,[2H]C(Cl)(Cl)Cl,4.53
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)CCCCC(NC(=O)c1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,17.2
C[N+](C)(C)[BH2-]c1nc2ccccc2n(CCOC(=O)CCc2nc(-c3ccccc3)c(-c3ccccc3)o2)c1=O,[2H]C(Cl)(Cl)Cl,-6.3
F[B-]1(c2ccccc2)n2c(ccc2-c2ccc3c(c2)OCO3)C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,3.85
CC(c1ccccc1)N1C=CN(C(C)c2ccccc2)B1Br,[2H]C(Cl)(Cl)Cl,19.0
CNc1ccc(B2OC(C)(C)C(C)(C)O2)cc1F,[2H]C(Cl)(Cl)Cl,30.84
CC(C)(C)OC(=O)N1CCC([C@]2(B3OC(C)(C)C(C)(C)O3)C[C@@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)CC1,[2H]C(Cl)(Cl)Cl,37.8
C[N+](C)(C)[BH2-]CC(=O)N1c2ccccc2Sc2ccccc21,[2H]C(Cl)(Cl)Cl,-4.09
COc1ccc(CCC(C)(B2OC(C)(C)C(C)(C)O2)C23CC(c4ccc(C(C)(C)C)cc4)(C2)C3)cc1,[2H]C(Cl)(Cl)Cl,34.6
CCCC(=O)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.19
[BH3-][N+]1(Cc2ccccc2)CCCC1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-11.8
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2NB(Br)N2C(C)(C)CCCC2(C)C)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.2
C[N+]1(C)[BH2-][N+](C)(C)[BH2-]1,[2H]C(Cl)(Cl)Cl,4.75
CSc1ccc(CNB2OCCO2)cc1,[2H]C(Cl)(Cl)Cl,25.3
CC1(C)OB(c2cc3c(cc2-c2ccccc2)CCCCC3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.0
CCB(N([Al](CC)CC)C(C)(C)C)N1C(C)(C)CCCC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],37.9
Cc1ccc(S(=O)(=O)N2B(C3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)OC(c3ccccc3)(c3ccccc3)[C@@H]2c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,37.1
C[N+](C)(C)[B@@-](Cl)(C#N)C(Cl)Cl,[2H]C(Cl)(Cl)Cl,-2.3
CN1N=Cc2ccccc2B1O,[2H]O[2H],26.8
C=CC(O)(CCCCCCCCC(=O)OC)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.33
CC[NH+](CC)C1B(O)Oc2ccccc21.[Cl-],[2H]OC([2H])([2H])[2H],16.0
C[N+]1(C)P(C([Si](C)(C)C)[Si](C)(C)C)N([Si](C)(C)C)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,-4.9
CC1(C)OB(/C(=C/c2cccc(F)c2)N2CCOC2=O)OC1(C)C,[2H]C(Cl)(Cl)Cl,29.38
Cc1ccc(N2[C+](N(C)C)Nc3ccc(C)cc3[B-]2(C(F)(F)F)C(F)(F)F)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-10.8
