Smiles,solvent,solvent_Smiles,chemical_shift,book_serial_num
F[B-](F)(F)c1cccc(CCl)c1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.55,476
F[B-](F)(F)c1ccc(CCl)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.67,477
OB1ON=Cc2ccccc21,CD3CN,[2H]C([2H])([2H])C#N,28.8,478
OB1ON=Cc2ccccc21,CD3OD,[2H]OC([2H])([2H])[2H],24.6,478
N#C[BH-]1C(=O)Nc2cccc[n+]21,D2O,[2H]O[2H],-17.6,479
F[B-](F)(F)Cc1ccccc1.[Cs+],CD3CN,[2H]C([2H])([2H])C#N,3.7,480
COc1ccc([B-](F)(F)F)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],4.4,481
OB1NN=Cc2ccccc21,CD3CN,[2H]C([2H])([2H])C#N,28.2,483
OB1NN=Cc2ccccc21,CD3OD,[2H]OC([2H])([2H])[2H],27.7,483
OB1NN=Cc2ccccc21,D2O,[2H]O[2H],27.5,483
N#C[BH-](C(=O)O)[n+]1ccccc1,D2O,[2H]O[2H],-13.6,484
N#C[BH-](C(=O)[O-])[n+]1ccccc1N.[Na+],D2O,[2H]O[2H],-16.6,485
Cc1ccc2c(c1)OBO2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.5,486
OB1OCc2ccccc21,CDCl3,[2H]C(Cl)(Cl)Cl,33.2,487
CSc1ccc2c(c1)OBO2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.5,488
O=Cc1ccccc1B(O)O,CD3CN,[2H]C([2H])([2H])C#N,29.9,489
O=Cc1ccccc1B(O)O,CD3OD,[2H]OC([2H])([2H])[2H],30.9,489
O=Cc1ccccc1B(O)O,D2O,[2H]O[2H],30.3,489
CB(Cl)c1ccccc1B(Cl)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33,490
N#C[BH-](C(=O)O)[n+]1cccc(N)c1,D2O,[2H]O[2H],-13.7,492
N#C[BH-](C(=O)O)[n+]1ccc(N)cc1,D2O,[2H]O[2H],-14.8,493
C[N+](C)(C)[B-](C(F)(F)F)(C(F)(F)F)C(F)(Br)C(F)(F)Br,CD3CN,[2H]C([2H])([2H])C#N,-7.4,494
[BH3-][PH2+]c1ccc(C(F)(F)F)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-33.6,495
C[N+](C)(C)[B-](C(F)=C(F)F)(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-9,496
C[N+](C)(C)[B-](C(F)(F)F)(C(F)(F)F)C1(F)OC1(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-9.6,497
C[Si](C)(C)C#[N+][B-](C#N)(C#N)C#N,CD3CN,[2H]C([2H])([2H])C#N,67.52,498
N#CCC/C=C/CC[B-](F)(F)F.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],4.43,501
C#C[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-11,502
C#CC[N+](C)(C)[BH-](C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-9,503
C[NH+](C)C.FC(F)(F)[B-]1(C(F)(F)F)CCCCCO1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-6.1,504
C[NH+](C)C.F[B-](F)(F)C1(C(F)(F)F)CCCCCO1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1.9,505
COC(=O)[BH-](C#N)[N+]1(C)C=CN=C1,CDCl3,[2H]C(Cl)(Cl)Cl,-18.1,506
CCCC[N+](CCCC)(CCCC)CCCC.O=CCCC(CC=O)C[B-](F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,4.38,510
CC[NH+](CC)[B-](C#N)(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-13.8,511
[BH3-]C[P+](C)(C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O.[Li+],CDCl3,[2H]C(Cl)(Cl)Cl,-33.86,512
C=C[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-7.7,513
CS[B-](C#N)(C#N)[N+]#C[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,0.34,515
C=S1N(S(=C)(=C)C(C)C)[B-](C(F)(F)F)(C(F)(F)F)[N+]1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-3.3,516
C[N+](C)(C)[BH2-][PH2+][Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-8.5,517
COC(=O)[BH-](C#N)[NH+]1CCOCC1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.5,518
Cn1cn[n+](N)c1.[BH2-](n1cncn1)n1cncn1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-6.3,519
ClB1CCCCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,78.3,522
F[B-](F)(F)F.F[B-](F)(F)[N+]12CC[N+](CCl)(CC1)CC2,D2O,[2H]O[2H],-20.9,523
COC(=O)[B-](C(Cl)Cl)(C(Cl)Cl)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-4.8,524
[N-]=[N+]=NB1CCCCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,64.3,525
[BH3-][P+]1(CC=C)CC=CC1,CDCl3,[2H]C(Cl)(Cl)Cl,-36.05,526
[BH3-][n+]1ccn(Cn2cc[n+]([BH3-])c2)c1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-18.4,527
C[N+]12CC[N+]([B-](F)(F)F)(CC1)CC2.F[B-](F)(F)F,D2O,[2H]O[2H],-20.8,534
C=CCC[N+](C)(C)[BH2-]C#N,CDCl3,[2H]C(Cl)(Cl)Cl,-15.87,535
CC#CB(N(C)C)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,23.8,536
[BH3-][n+]1c(C)c(C)n(C)c1C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-22.4,537
CC[NH+](CC)[BH-](C#N)C(=O)OC,CDCl3,[2H]C(Cl)(Cl)Cl,-16.7,538
CN(C)B(N(C)C)n1ccnc1,CDCl3,[2H]C(Cl)(Cl)Cl,1.3,539
CC[N+](CC)(CC)[BH-](Br)C(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,0.4,547
CC(C)OC(=O)[B-](Br)(Br)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,0.91,548
CC[N+](CC)(CC)[BH-](Cl)C(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,1.6,550
CCCC[N+](C)(C)[BH2-]C#N,CDCl3,[2H]C(Cl)(Cl)Cl,-15.98,551
CC(C)(O)C[N+](C)(C)[BH2-]C#N,CDCl3,[2H]C(Cl)(Cl)Cl,-13.55,552
CCCB(CCC)OS(C)(=O)=O,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],58.4,553
CC(B(N[Si](C)(C)C)C(C)[Si](Cl)(Cl)Cl)[Si](Cl)(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,43.6,557
C[Si](C)(C)NB1CCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],57.6,558
C1CCOC1.CC(C)[O-].[BH4-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-42.1,562
C[N+](C)([BH2-]C#N)C[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-14.94,563
[BH3-][NH2+]CCCCCCC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-20,564
[BH3-][N+](C)(C(C)C)C(C)C,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-16,565
[BH3-][N+](C)(CCCC)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-18.31,566
CN(C)B(CP(C)C)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,31.05,567
CC(C)[O-].CCOCC.[BH4-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-43.7,570
CCOCC.COCC[O-].[BH4-].[Mg+2],d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-35.9,571
CC(C)[O-].COCCOC.[BH4-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-41.3,572
Fc1c(F)c(F)c(C#C[B-](F)(F)F)c(F)c1F.[K+],CD3CN,[2H]C([2H])([2H])C#N,-1.9,587
Fc1c(F)c(F)c([B-](F)(C(F)(F)F)C(F)(F)F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,-3.8,588
F/C(C#C[B-](F)(F)F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],CD3CN,[2H]C([2H])([2H])C#N,-2.1,589
F/C(C#C[B-](F)(F)F)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],CD3CN,[2H]C([2H])([2H])C#N,-2.2,590
F[B-](F)(F)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],CD3CN,[2H]C([2H])([2H])C#N,-2.5,591
FB(F)/C(F)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],20.66,592
FC(F)(F)c1cccc(C(F)(F)F)c1B(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,57.5,593
F[B-](F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],5,596
BrB(Br)c1ccc(-c2ccc(B(Br)Br)s2)s1,CDCl3,[2H]C(Cl)(Cl)Cl,47.1,597
OB(O)c1c(C(F)(F)F)cccc1C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,26.7,598
F[B-](c1ccccc1)(C(F)(F)F)C(F)(F)F.[K+],CDCl3,[2H]C(Cl)(Cl)Cl,-3.6,599
C#CB1Oc2ccccc2S1,CDCl3,[2H]C(Cl)(Cl)Cl,38,600
C#CB1Oc2ccccc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,24.1,601
C#CB1Sc2ccccc2S1,CDCl3,[2H]C(Cl)(Cl)Cl,47,602
C=Cc1ccc([B-](F)(F)F)cc1.CCCC[N+](CCCC)(CCCC)CCCC,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],2.45,606
F[B-](F)(F)C1OC1c1ccccc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3.92,607
COc1ccc([B-](F)(F)F)cc1C=O.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1.37,608
CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)/C=C/c1cc([B-](F)(F)F)cs1,CDCl3,[2H]C(Cl)(Cl)Cl,0.87,609
CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)/C=C/c1ccc([B-](F)(F)F)o1,CDCl3,[2H]C(Cl)(Cl)Cl,-0.72,610
C[NH+](C)[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-9.1,611
OB1CC(C(F)(F)F)(C(F)(F)F)O[B-](O)(CC(O)(C(F)(F)F)C(F)(F)F)O1.[K+],CDCl3,[2H]C(Cl)(Cl)Cl,30.0;4.0,613
F[B-](F)(F)C(Cl)Cc1ccccc1.[Cs+],CD3CN,[2H]C([2H])([2H])C#N,5.2,614
NC1Nc2[nH]c3ccccc3[n+]2[B-](F)(F)N1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.8,615
COB1ON=Cc2ccccc21,CD3CN,[2H]C([2H])([2H])C#N,32.9,616
F[B-](F)(F)CCc1ccccc1.[Cs+],CD3CN,[2H]C([2H])([2H])C#N,4.6,618
C[N+](C)(C)[B-](/C(F)=C(/F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-8.4,620
C[N+](C)(C)[B-](/C(F)=C(\F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-9.2,621
C[N+](C)(C)[B-](/C(F)=C(\F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-8.4,621
C=CB1Nc2ccccc2N1,CDCl3,[2H]C(Cl)(Cl)Cl,27.2,622
CN1N=Cc2ccccc2B1O,CD3CN,[2H]C([2H])([2H])C#N,28,623
CN1N=Cc2ccccc2B1O,CD3OD,[2H]OC([2H])([2H])[2H],27.4,623
CN1N=Cc2ccccc2B1O,D2O,[2H]O[2H],26.8,623
COC(=O)[BH-](C#N)[n+]1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-12.9,625
NC1=N[B-](O)(O)n2c(nc3ccccc32)N1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1,626
CB(Br)c1ccc(C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,70.5,627
CN(Cc1ccccc1)B(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,31.4,628
CCN(B(Cl)Cl)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,31.4,629
C[N+]1=Cc2ccccc2[B-](O)(O)O1,D2O,[2H]O[2H],4.3,630
COC(=O)[BH-](C#N)[n+]1ccc(N)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-14,631
COC(=O)[BH-](C#N)[n+]1cccc(N)c1,CDCl3,[2H]C(Cl)(Cl)Cl,-13,632
COC(=O)[BH-](C#N)[n+]1ccccc1N,D2O,[2H]O[2H],-17.2,633
NC1=Nc2[nH]c3ccccc3[n+]2[BH2-]N1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12,634
NC1=Nc2[nH]c3ccccc3[n+]2[B-](O)(O)N1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1.8,635
CB(Br)c1ccc(B(C)Br)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,72.3,636
Cn1cc[n+]2c1[B-](Cl)(Cl)n1cc[n+](C)c1[B-]2(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,-1.6,637
Cn1cc[n+]2c1[B-](F)(F)n1cc[n+](C)c1[B-]2(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,0.5,638
C[NH+](C)[B-](C(F)(F)F)(C(F)(F)F)C1(C#N)CC1,CD3CN,[2H]C([2H])([2H])C#N,-8.7,639
C[N+]1(C)CCC(C#N)[B-]1(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-5.2,640
C[N+]1(C)CCC(C=O)[B-]1(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-4.9,641
Cn1cc[n+]([BH2-]n2cccc2)c1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-7.8,642
[BH3-][n+]1c(N=C(N)N)[nH]c2ccccc21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-20.5,643
Cn1cc[n+]2c1[B-](F)(F)n1cc[n+](C)c1[BH2-]2,CDCl3,[2H]C(Cl)(Cl)Cl,0.9,644
C[N+](C)(C)[BH2-][AsH2+][W-6]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[C+]=O,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-7,646
C=CC/C(=C\B(Cl)Cl)CCC,CDCl3,[2H]C(Cl)(Cl)Cl,51.09,647
CCCC1=CB(Cl)CC(Cl)C1,CDCl3,[2H]C(Cl)(Cl)Cl,64.84,648
C[N+](C)(C)[BH2-][PH2+][W-6]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[C+]=O,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-7.6,649
CCNC(=O)[BH2-][n+]1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-14.21,650
[BH3-]P(=O)([O-])COCCn1cnc2c(N)ncnc21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-31.4,652
C=CC[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-6.6,653
CC(C)C1[B-](C(F)(F)F)(C(F)(F)F)[N+]1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-17.3,654
COC(=O)C(C)([NH+](C)C)[B-](O)(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-7.4,655
[BH2-](n1cccc1)[O+]1CCCC1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],4.3,657
CC[Si](C#C[B-](F)(F)F)(CC)CC.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-2.4,660
CC[Si](CC)(CC)/C(F)=C(\F)[B-](F)(F)F.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],0.31,662
COC(=O)[BH-](C#N)[NH+]1CCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.4,663
COC(=O)[BH-](C#N)[N+]1(C)CCOCC1,CDCl3,[2H]C(Cl)(Cl)Cl,-13.6,664
[BH2-]1C2CCCC1CCC2.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-16.6,670
BrB(N1CCCC1)N1CCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,24.5,671
COB1CCCCCCC1Cl,CDCl3,[2H]C(Cl)(Cl)Cl,49.8,672
C[N+](C)(C)[B-](CCCO)(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-6,673
CC(C)C([NH+](C)C)[B-](O)(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-9.2,674
COB1CCCCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,56.1,678
CC(B(NB(C(C)[Si](Cl)(Cl)Cl)C(C)[Si](Cl)(Cl)Cl)C(C)[Si](Cl)(Cl)Cl)[Si](Cl)(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,43.8,679
CCB(CC)OCCCCBr,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.2,682
CCC(C)OC(=O)[B-](Br)(Br)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-2.69,683
CC(C)COC(=O)[B-](Br)(Br)[N+](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-3.51,684
CC1(C)OB([Si](C)(C)Cl)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32.4,685
CC1(C)OB([Si](C)(C)F)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32.3,686
CC1(C)COB2OCC(C)(C)N2BN1,CDCl3,[2H]C(Cl)(Cl)Cl,25.1,688
[BH3-][n+]1ccn([Si](C)(C)n2cc[n+]([BH3-])c2)c1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-21.5,689
CC(C)(C)[BH2-]C(C)(C)C.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-2.8,693
[BH3-][N+](C)(C)C1CCCCC1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-11.35,694
CCB(CC)NC(C)(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],46.5,695
CC1CCB(N[Si](C)(C)C)C1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],57.6,696
CB(Br)C(Br)([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,73.5,701
CB(Cl)C(P(Cl)Cl)([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,70.6,702
[BH3-][NH+](CCCC)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-20.26,705
CC[O-].COCCOCCOC.[BH4-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-42.3,709
FC(F)(F)c1cc(C(F)(F)F)c(B(Cl)Cl)c(C(F)(F)F)c1,CDCl3,[2H]C(Cl)(Cl)Cl,56.8,721
N#C/C=C/c1ccc([B-](F)(F)F)cc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2.42,725
N#C/C=C/c1ccc([B-](F)(F)F)cc1.[K+],CDCl3,[2H]C(Cl)(Cl)Cl,1.69,725
F[B-](Cc1ccccc1)(C(F)(F)F)C(F)(F)F.[K+],CDCl3,[2H]C(Cl)(Cl)Cl,-3.3,726
C#CB1Oc2ccc(C)cc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,24.3,729
C#CB1Sc2ccc(C)cc2S1,CDCl3,[2H]C(Cl)(Cl)Cl,48,730
ClB1C=CCc2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.6,731
N#CCCC=Cc1ccc([B-](F)(F)F)o1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.42,732
N#CCCC=Cc1cc([B-](F)(F)F)cs1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],2.61,733
C/C=C/c1ccc([B-](F)(F)F)cc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1.92,734
C=CC(O)c1ccc([B-](F)(F)F)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.77,735
C[N+](C)(C)[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-5.1,736
CB(c1cccs1)c1cccs1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],57,737
O=[C+][Re-3]1([C+]=O)([C+]=O)=S=C2SCCN2[BH2-]N2CCSC2=S=1,CDCl3,[2H]C(Cl)(Cl)Cl,36.1,738
CC(C)c1ccc(B(Br)Br)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],55.8,741
CCC(O)c1ccc([B-](F)(F)F)cc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3.37,745
F[B-](F)(F)CCCSc1ccccc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5.73,746
O=S(=O)(CCC[B-](F)(F)F)c1ccccc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4.91,747
[BH2-](n1cccc1)[n+]1ccccc1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-3.2,748
CCOB(Br)c1ccc(C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,38.4,750
C[N+]1(C)Cc2ccccc2[B-]1(Br)Br,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],20.46,751
C[N+]1(C)Cc2ccccc2O[B-]1(Cl)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],7.3,752
C[N+]1(C)Cc2ccccc2[B-]1(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,0.76,753
Cn1c2[n+](c3ccccc31)[BH2-]NC(N)=N2,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-10.5,754
CB(Br)c1cc(B(C)Br)cc(B(C)Br)c1,CDCl3,[2H]C(Cl)(Cl)Cl,72,755
C[P+](C)(C)[B-]1(Cl)Oc2ccccc2O1,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],11.1,756
CB(Cl)c1ccccc1[Sn](C)(C)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],38.7,757
C[Si](C)(C)c1ccc([B-](F)(F)F)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.59,758
C[Si](C)(C)c1cccc([B-](F)(F)F)c1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.72,759
C[N+]1(C)CCCC(C#N)[B-]1(C(F)(F)F)C(F)(F)F,CD3CN,[2H]C([2H])([2H])C#N,-7.9,760
OB(O)CCCSc1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,33.5,762
CN(C)B(Cl)C[P+](C)(C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O,CDCl3,[2H]C(Cl)(Cl)Cl,35.12,763
[BH3-][N+](C)(C)Cc1c(Cl)cccc1Cl,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-5.67,764
CCOC(=O)C1(C)[B-](C(F)(F)F)(C(F)(F)F)[N+]1(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,-17.1,765
COB(C[P+](C)(C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O)OC,CDCl3,[2H]C(Cl)(Cl)Cl,28,766
C[N+]1(C)[BH2-]Oc2ccccc2C1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1.8,767
C[BH-](n1ccn(C)c1=S)n1ccn(C)c1=S.[Li+],CD3CN,[2H]C([2H])([2H])C#N,39.35,769
[BH3-][n+]1c(N=C(N)N)n(C)c2ccccc21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-21.8,770
C[n+]1cnn(N)c1.c1ncn([BH-](n2cncn2)n2cncn2)n1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.38,771
[BH3-][N+](C)(C)Cc1ccc(Br)cc1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-2.67,773
C[NH+](C)[B-](Cl)(Cl)C[P+](C)(C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O,CDCl3,[2H]C(Cl)(Cl)Cl,7.17,774
CN(C)[B-](C#[N+]C(C)(C)C)(C(F)(F)F)C(F)(F)F,CD2Cl2,[2H]C([2H])(Cl)Cl,-6,775
C[N+](C)([BH2-]C#N)CC(O)c1ccco1,CDCl3,[2H]C(Cl)(Cl)Cl,-13.2,776
[BH3-]P(=O)([O-])COC(C)Cn1cnc2c(N)ncnc21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-34.1,778
Cn1cc[n+](C)c1.[BH2-](n1cncn1)n1cncn1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-6.29,780
