Smiles,solvent,solvent_Smiles,chemical_shift,book_serial_num
CCCC[Si](CCCC)(CCCC)OB(O[Si](CCCC)(CCCC)CCCC)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,26.2,3547
CCB(CC)c1c(B(CC)CC)c(B(CC)CC)c(B(CC)CC)c(B(CC)CC)c1B(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],83.7,3549
CC[N+]1=[B-]2[N+](C(C)(C)C)=[B-](C(C)(C)C)C2(C(C)(C)C)[N+](CC)=[B-]2[N+](C(C)(C)C)=[B-](C(C)(C)C)C21C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,50.1;33.2,3551
CC[N+]1=C2[B-](C(C)(C)C)=[N+](C(C)(C)C)[B-]2(C(C)(C)C)[N+](CC)=C2[B-](C(C)(C)C)=[N+](C(C)(C)C)[B-]21C(C)(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],41.4;4.4,3552
CN1B([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)N(C)B([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)N(C)B1[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],42.2,3557
C[O+]1[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2[B-]1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F.c1ccc([C+](c2ccccc2)c2ccccc2)cc1,CD2Cl2,[2H]C([2H])(Cl)Cl,5.1,3558
CC(C)(C)c1ccc(-c2cccc3c2[BH-]([n+]2ccccc2)c2cc(C(C)(C)C)ccc2-3)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],7.6,3564
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cccc3cccc(CN(C)C)c23)c(C)c1,CDCl3,[2H]C(Cl)(Cl)Cl,68.7,3569
CC(C)(C)c1ccc(-c2cccc(-c3ccc(C(C)(C)C)cc3)c2[BH2-][n+]2ccccc2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-5.4,3570
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cccc3cccc([Sn](C)(C)C)c23)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],67.2,3571
CC(C)(C)N(B(c1ccccc1)N1C(C)(C)CCCC1(C)C)[Al](c1ccccc1)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],42.1,3572
CC(C)(C)N(B(c1ccccc1)N1C(C)(C)CCCC1(C)C)[In](c1ccccc1)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.5,3573
CC(C)(C)N(B(c1ccccc1)c1ccccc1)B(c1ccccc1)N1C(C)(C)CCCC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],43.1,3574
CC(C)(C)NB(N1C(C)(C)CCCC1(C)C)[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],44.6,3575
[BH3-][P@+]1(OCC(C)(C)CO[P@+]2([BH3-])O[C@@H](c3ccccc3)C(C)(C)C(C)(C)O2)O[C@H](c2ccccc2)C(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,-43.1,3577
CC[B-](CC)(CC)[n+]1cn(B(N2C(C)(C)CCCC2(C)C)n2c[n+]([B-](CC)(CC)CC)c(C)c2C)c(C)c1C,CDCl3,[2H]C(Cl)(Cl)Cl,29.7;-0.9,3578
CC#[N+][B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,41.7;-7.6,3580
Fc1c(F)c(F)c(B(c2ccc(-c3ccc(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)s3)s2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,56.4,3581
C[n+]1cc2ccccc2c2ccccc21.O[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,-4.1,3582
C1=[N+]2c3ccccc3O[B-]2(c2ccc([B-]34Oc5ccccc5C=[N+]3c3ccccc3O4)cc2)Oc2ccccc21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],7.6,3587
O=Cc1ccc([B@@-]23OCC[N+]4=Cc5ccccc5O[B@@-]4(c4ccc(C=O)cc4)OCC[N+]2=Cc2ccccc2O3)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2,3592
C/C(=N\C(C)(C)C)N1B(c2c(F)c(F)c(F)c(F)c2F)N(C(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)N(C(C)(C)C)B1c1c(F)c(F)c(F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,33,3594
C[Si](OB(O[Si](C)(c1ccccc1)c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,26.3,3595
CC(C)O[B-](c1cccc(-c2cccc([B-](OC(C)C)(c3cccs3)c3cccs3)n2)n1)(c1cccs1)c1cccs1.[Li+].[Li+],d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],0.7,3597
Cc1cccc([B@@-]23OCC[N+]4=Cc5ccccc5O[B@@-]4(c4cccc(C)c4)OCC[N+]2=Cc2ccccc2O3)c1,CDCl3,[2H]C(Cl)(Cl)Cl,3.5,3598
CCCC[n+]1ccn(C)c1.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-12.2,3599
c1ccc([B-]2(c3ccccc3)OCC[N@+]23CC[N@+]2(CCO[B-]2(c2ccccc2)c2ccccc2)CC3)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3,3601
CC1(C)OB(c2ccc3ccccc3c2-c2c(B3OC(C)(C)C(C)(C)O3)ccc3ccccc23)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,31.1,3602
Cc1cc(C)c(B(NCc2ccccc2)B(NCc2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,CDCl3,[2H]C(Cl)(Cl)Cl,47.9,3604
CCCCB1O[Si](c2ccccc2)(c2ccccc2)OB(CCCC)O[Si](c2ccccc2)(c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,25.6,3605
Cc1cc(C)c([B-](F)(c2c(C)cc(C)cc2C)c2cccc3cccc(C[N+](C)(C)C)c23)c(C)c1,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],12.2,3606
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cccc3cccc(C[N+](C)(C)C)c23)c(C)c1.O=S(=O)([O-])C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,67.8,3609
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](c3ccc(OC)cc3)(c3ccc(OC)cc3)[N+]2=C1C,CDCl3,[2H]C(Cl)(Cl)Cl,2.6,3611
CC(C)P(c1cccc2cc3cccc(P(C(C)C)C(C)C)c3c(B3Oc4ccccc4O3)c12)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,15,3612
CC(NB1OC(=C(c2ccccc2)c2ccccc2)C(/C=N/C(C)(C)C)N1C(C)(C)C)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.6,3613
CC1c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc(s2)C(C)c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc1s2,CDCl3,[2H]C(Cl)(Cl)Cl,35,3614
CB1c2ccc(s2)C(C)c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc(s2)C(N(C(C)C)C(C)C)c2ccc1s2,CDCl3,[2H]C(Cl)(Cl)Cl,36.5,3615
CC1c2ccc(o2)B(N(C(C)C)C(C)C)c2ccc(s2)C(C)c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc1s2,CDCl3,[2H]C(Cl)(Cl)Cl,39,3616
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](Br)(Br)[N+](CC[N+]1=Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3O[B-]1(Br)Br)=C2,CDCl3,[2H]C(Cl)(Cl)Cl,-0.42,3617
[BH3-][P@+]1(Oc2cccc(O[P@+]3([BH3-])O[C@@H](c4ccccc4)C(C)(C)C(C)(C)O3)c2)O[C@H](c2ccccc2)C(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,-42,3619
Cl[B-]1(Cl)N(C2CCCCC2)[C+](c2ccc([C+]3N(C4CCCCC4)[B-](Cl)(Cl)N3C3CCCCC3)cc2)N1C1CCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,5.97,3620
CC(C)(C)N1C=CN(C(C)(C)C)B1c1ccc(-c2ccc(B3N(C(C)(C)C)C=CN3C(C)(C)C)cc2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.9,3621
C[Si](C)(C)N1[C+](c2ccc([C+]3N([Si](C)(C)C)[B-](Cl)(c4ccccc4)N3[Si](C)(C)C)cc2)N([Si](C)(C)C)[B-]1(Cl)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,9.05,3623
CC(C)(C)c1cc(C(C)(C)C)c(NB(Cl)Oc2c(C(C)(C)C)cccc2C(C)(C)C)c(C(C)(C)C)c1,CDCl3,[2H]C(Cl)(Cl)Cl,25.6,3624
C[Sn](C)(C)C(=C=C1CCCCB(n2c3ccccc3c3ccccc32)C1([Sn](C)(C)C)[Sn](C)(C)C)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],70.3,3627
CC(C)(C)N1CCN(C(C)(C)C)B1c1ccc(-c2ccc(B3N(C(C)(C)C)CCN3C(C)(C)C)cc2)cc1,CD2Cl2,[2H]C([2H])(Cl)Cl,32,3628
CC(C)(C)/N=C1C(=N/C(C)(C)C)/[B-](C#[N+]C(C)(C)C)(C(C)(C)C)N(C(C)(C)C)[B-]/1(C#[N+]C(C)(C)C)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-11.3,3638
CC(C)[N+](=[B-]1C=CCC12O[B-](=[N+](C(C)C)C(C)C)C1(CC=C[B-]1=[N+](C(C)C)C(C)C)O[B-]2=[N+](C(C)C)C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,44.0;32.0,3639
CC(C)N1B(OC(C(C)(C)C)(C(C)(C)C)C(C)(C)C)N(C(C)C)B1OC(C(C)(C)C)(C(C)(C)C)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,24.2,3640
CC1(C)CCCC(C)(C)N1[B-](C#C[Si](C)(C)C)=[Si]([Si](C)(C(C)(C)C)C(C)(C)C)[Si](C)(C(C)(C)C)C(C)(C)C.[Li+],d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],55.4,3641
CC(C)CN(CC(C)C)B1OB(N(CC(C)C)CC(C)C)B(N(CC(C)C)CC(C)C)OB1N(CC(C)C)CC(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,34.6,3643
CCCC1=C([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)/C1=C(/C=[NH+]/C(C)(C)C)CCC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-18.3,3653
CC/C(=N\C(C)(C)C)N1B(c2c(F)c(F)c(F)c(F)c2F)N(C(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)N(C(C)(C)C)B1c1c(F)c(F)c(F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,32,3655
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(OP(=O)(c3ccccc3)c3ccccc3)Oc3ccccc3[N+]1=C2,CDCl3,[2H]C(Cl)(Cl)Cl,3.57,3656
Cc1cc(C)c(B(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],90.5,3658
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2N=BN2C(C)(C)CCCC2(C)C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],10.6,3663
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2NB(Br)N2C(C)(C)CCCC2(C)C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.2,3664
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2NB(Cl)N2C(C)(C)CCCC2(C)C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31,3665
CC1c2ccc(s2)B(N(C(C)C)C(C)C)c2ccc(n2C)B(N(C(C)C)C(C)C)c2ccc(s2)C(C)c2ccc1s2,CDCl3,[2H]C(Cl)(Cl)Cl,43.9,3667
CC#[N+][B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1[B-]([N+]#CC)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,-7,3670
C[n+]1ccc2ccccc2c1.Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,-16.8,3672
F[B-]1(F)N(c2cccc(C(F)(F)F)c2)c2n/c(=c3/nc4c([nH]3)=[N+](c3cccc(C(F)(F)F)c3)[B-](F)(F)N4c3cccc(C(F)(F)F)c3)[nH]c2=[N+]1c1cccc(C(F)(F)F)c1,CD2Cl2,[2H]C([2H])(Cl)Cl,10.18,3675
CO[B-]12n3c4ccc3C(c3ccc(Br)cc3)=c3ccc(n31)=C(c1ccc(Br)cc1)C1=[N+]2C(=C4c2ccc(Br)cc2)C=C1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.3,3678
CO[B-]12n3c4ccc3C(c3ccc([N+](=O)[O-])cc3)=c3ccc(n31)=C(c1ccc([N+](=O)[O-])cc1)C1=[N+]2C(=C4c2ccc([N+](=O)[O-])cc2)C=C1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.4,3681
CO[B-]12n3c4ccc3C(c3ccccc3)=c3ccc(n31)=C(c1ccccc1)C1=[N+]2C(=C4c2ccccc2)C=C1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.3,3682
CC(=O)c1ccc([B@@-]23OCC[N+]4=Cc5ccccc5O[B@@-]4(c4ccc(C(C)=O)cc4)OCC[N+]2=Cc2ccccc2O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,2.7,3688
CC(=O)c1cccc([B@@-]23OCC[N+]4=Cc5ccccc5O[B@@-]4(c4cccc(C(C)=O)c4)OCC[N+]2=Cc2ccccc2O3)c1,CDCl3,[2H]C(Cl)(Cl)Cl,6.9,3689
CCOc1ccc([B@@-]23OCC[N+]4=Cc5ccccc5O[B@@-]4(c4ccc(OCC)cc4)OCC[N+]2=Cc2ccccc2O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,1.5,3694
CC(C)(C)c1ccc2c(c1)N(CCN1B(c3ccccc3)Oc3ccc(C(C)(C)C)cc31)B(c1ccccc1)O2,CDCl3,[2H]C(Cl)(Cl)Cl,32,3696
CC1(C)OB(c2ccc([C@@H]3[C@H](C(=O)O)c4ccccc4C(=O)N3c3ccc(B4OC(C)(C)C(C)(C)O4)cc3)cc2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32.2,3697
COB([BH-]1Cc2cc(C)cc(C)c2-c2cccc(-c3c(C)cc(C)cc3C)c21)c1c(C)cc(C)cc1C.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],77.8,3698
CC1c2ccc(s2)B(N2C(C)CCCC2C)c2ccc(s2)C(C)c2ccc(s2)B(N2C(C)CCCC2C)c2ccc1s2,CDCl3,[2H]C(Cl)(Cl)Cl,42.3,3701
CC#C[Sn](C#CC)(/C(C)=C(/CC)[B-](CC)(CC)[n+]1ccccc1)/C(C)=C(/CC)[B-](CC)(CC)[n+]1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-8,3705
COB1Oc2c(cc(C(C)(C)C)cc2C(C)(C)C)CN1CCN1Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2OB1OC,CDCl3,[2H]C(Cl)(Cl)Cl,21,3706
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#C[Si](CC)(CC)CC)(C#C[Si](CC)(CC)CC)[N+]2=C1C,CDCl3,[2H]C(Cl)(Cl)Cl,-11.12,3707
C#Cc1cn2[n+](c1)[B-](CCCCCC)(CCCCCC)n1cc(C#C)c[n+]1[B-]2(CCCCCC)CCCCCC,CDCl3,[2H]C(Cl)(Cl)Cl,3.38,3709
C1CC2CCCC(C1)[B-]21O[C+]([C+]2O[B-]3([OH+][B@-]4(O2)C2CCCC4CCC2)[C@H]2CCC[C@H]3CCC2)O[B@-]2([OH+]1)[C@H]1CCC[C@H]2CCC1,CDCl3,[2H]C(Cl)(Cl)Cl,52.3,3710
C1CC2CCCC(C1)[B-]21O[C+]([C+]2O[B-]3([OH+][B@-]4(O2)C2CCCC4CCC2)[C@H]2CCC[C@H]3CCC2)O[B@-]2([OH+]1)[C@H]1CCC[C@H]2CCC1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],19.1,3710
CC(C)Cc1cccc(CC(C)C)c1OB1N([Si](C)(C)C)B(Oc2c(CC(C)C)cccc2CC(C)C)N1[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,26.3,3712
Cc1cc(C)c(C)c(B2C(=BN([Si](C)(C)C)[Si](C)(C)C)B(c3c(C)c(C)cc(C)c3C)C2([Si](C)(C)C)[Si](C)(C)C)c1C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],61.0;51.0,3715
Cc1cc(C)c(C)c([B-]2=C([Si](C)(C)C)B(N([Si](C)(C)C)[Si](C)(C)C)C([Si](C)(C)C)=[B-]2c2c(C)c(C)cc(C)c2C)c1C.[K+].[K+],d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],62,3716
CCCCC1=C([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)/C1=C(/C=[NH+]/C(C)(C)C)CCCC,CDCl3,[2H]C(Cl)(Cl)Cl,-18.5,3727
CCC1=C(C)C2=C(c3ccc4nc5c6cccnc6c6ncccc6c5nc4c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CDCl3,[2H]C(Cl)(Cl)Cl,3.93,3728
CC(C)(C)c1ccc([B-]2(c3ccc(C(C)(C)C)cc3)Oc3ccc(-c4c(F)c(F)c(F)c(F)c4F)c4ccc[n+]2c34)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,12,3729
[BH3-][P+](CC(C(=O)CCc1ccccc1)P(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-40,3730
[BH3-][P+](C[C@H]([C@@H](O)CCc1ccccc1)P(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-40,3731
C=CCB(CC=C)C(CC=C)=C([SiH](c1ccccc1)c1ccccc1)[SiH](c1ccccc1)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],76.2,3732
C=CCB1CCC[Si](c2ccccc2)(c2ccccc2)C([SiH](c2ccccc2)c2ccccc2)=C1CC=C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.3,3733
COB(B(OC)c1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],54.4,3741
CC(C)(C)c1ccc([B-]2(c3ccc(C(C)(C)C)cc3)Oc3ccc(B4OC(C)(C)C(C)(C)O4)c4ccc[n+]2c34)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,30.0;12.0,3742
CC(C)(C)N=C[C@@H]1C(=C(c2ccccc2)c2ccccc2)OB(/C=C(/c2ccc(Cl)cc2)[Sn](C)(C)C)N1C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.9,3743
Fc1c(F)c(F)c([O+]2[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.c1ccc([C+](c2ccccc2)c2ccccc2)cc1,CD2Cl2,[2H]C([2H])(Cl)Cl,9,3754
Fc1c(F)c(F)c([B-]([NH2+][B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Na+],CDCl3,[2H]C(Cl)(Cl)Cl,-5.5,3755
c1ccc2c(c1)c1ccccc1n2B(n1c2ccccc2c2ccccc21)n1c2ccccc2c2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.1,3759
c1ccc(-c2ccccc2OB2Oc3ccccc3-c3ccccc3O2)c(OB2Oc3ccccc3-c3ccccc3O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,19.3,3760
c1ccc2c(c1)OB(Oc1ccccc1-c1ccccc1OB1Oc3ccccc3-c3ccccc3O1)Oc1ccccc1-2,CDCl3,[2H]C(Cl)(Cl)Cl,19.5,3761
c1ccc2c(c1)OB(C(B1Oc3ccccc3O1)(B1Oc3ccccc3O1)C(B1Oc3ccccc3O1)(B1Oc3ccccc3O1)B1Oc3ccccc3O1)O2,CD3OD,[2H]OC([2H])([2H])[2H],34,3762
Brc1ccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3ccc(Br)cc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,25.4,3763
O=[N+]([O-])c1cccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3cccc([N+](=O)[O-])c3)O[Si](c3ccccc3)(c3ccccc3)O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,25.2,3764
c1ccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,29.1,3766
Nc1cccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3cccc(N)c3)O[Si](c3ccccc3)(c3ccccc3)O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,25.4,3767
[BH2-]1[P+](c2ccccc2)(c2ccccc2)[BH2-][P+](c2ccccc2)(c2ccccc2)[BH2-][P+]1(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-32.9,3769
COc1ccc(-c2ccc3c4c2ccc[n+]4[B-](c2ccc(C(C)(C)C)cc2)(c2ccc(C(C)(C)C)cc2)O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,12,3775
CC(C)(C)c1ccc2c(c1)OB(c1ccc(B3Oc4ccc(C(C)(C)C)cc4O3)c(B3Oc4ccc(C(C)(C)C)cc4O3)c1)O2,CD2Cl2,[2H]C([2H])(Cl)Cl,33.9,3778
CC1=[N+]2CCOCCO[B-]3(c4ccccc4)Oc4ccccc4C(C)=[N+]3CCOCCO[B-]2(c2ccccc2)Oc2ccccc21,CDCl3,[2H]C(Cl)(Cl)Cl,7.7,3780
CC1=[N+]2CCNCCO[B-]3(c4ccccc4)Oc4ccccc4C(C)=[N+]3CCNCCO[B-]2(c2ccccc2)Oc2ccccc21,CDCl3,[2H]C(Cl)(Cl)Cl,7.9,3785
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#CCCCCC3=NCCO3)(C#Cc3ccc(C)cc3)[N+]2=C1C,CDCl3,[2H]C(Cl)(Cl)Cl,-9.4,3787
CCCCB1OC(=C(c2ccccc2)c2ccccc2)C(/C=N/[C@@H](C)C2CCCCC2)N1[C@H](C)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.9,3795
C[C@H](/N=C/C1C(=C(c2ccccc2)c2ccccc2)OB(NC(C)(C)C)N1[C@H](C)C1CCCCC1)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.6,3798
CC1(C)OB(c2cc3c(cc2CCCCc2cc4c(cc2B2OC(C)(C)C(C)(C)O2)CCCC4)CCCC3)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31,3799
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OB(C1=CC=C(B3Oc4cc(C(C)(C)C)cc(C(C)(C)C)c4O3)C1[Si](C)(C)C)O2,CDCl3,[2H]C(Cl)(Cl)Cl,22.7,3800
C[C@H](/N=C/C1C(=C(c2ccccc2)c2ccccc2)OB(C[Si](C)(C)C)N1[C@H](C)C1CCCCC1)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.5,3801
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](Br)(Br)[N+](CCCCCC[N+]1=Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3O[B-]1(Br)Br)=C2,CDCl3,[2H]C(Cl)(Cl)Cl,2.02,3802
COB1Oc2c(cc(C(C)(C)C)cc2C(C)(C)C)CN1CCCCN1Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2OB1OC,CDCl3,[2H]C(Cl)(Cl)Cl,20.7,3803
CC(C)(C)c1cccc(C(C)(C)C)c1OB1N(C(C)(C)C)B(Oc2c(C(C)(C)C)cccc2C(C)(C)C)N1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,25,3806
CCCCP(CCCC)(CCCC)=[N+]1[B-]2(Oc3ccccc3O2)[N+](=P(CCCC)(CCCC)CCCC)[B-]12Oc1ccccc1O2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],6,3809
